Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
20379,2625,1404,2271,3208,2399,1374,3351,901,2843
64664,3037,5356,3354,4234,3122,2555,9726,948,32327
32766,5237,3534,2577,3814,4421,1444,8636,1429,1670
73099,5450,7325,5626,5703,4961,5690,10633,3044,24663
41060,5571,4331,1725,3185,5314,3761,10206,2301,4662
99733,11003,5811,2836,7490,9346,3347,11553,2038,46304
74122,12332,3473,5110,11289,8257,5745,18161,2922,6829
21087,1668,1064,578,2056,1186,731,2959,723,10117
53868,6009,4082,3454,3218,5687,2650,9271,1990,17502
28225,4659,3753,1539,4607,3238,1667,6830,502,1427
11643,1321,451,309,1203,1214,445,1135,293,5266
98059,14920,4032,5378,13272,10467,4784,12267,5010,27924
41727,7933,3567,2574,5574,2954,2252,7607,2243,7018
16005,983,740,648,1185,1891,1249,2246,586,6326
70697,5705,4307,1647,4635,6599,2433,9426,2926,33015
21029,2026,1199,1224,2476,1662,1761,3896,1154,5628
19226,1881,1283,1911,1692,2539,1621,3406,1198,3691
68646,8358,3252,4068,3432,6261,3790,9864,1813,27803
65603,10074,4673,2009,8075,3466,4771,6863,2261,23407
33731,2507,2428,1887,3784,1922,1175,4151,697,15176
73926,4617,3718,3273,6057,8642,3618,14581,2683,26733
10997,1186,1406,669,1141,1598,425,2340,474,1754
60506,6888,1715,3698,4068,5854,2339,6615,934,28392
83229,11930,4201,6402,8360,12018,5540,17737,7220,8087
54815,4280,5396,3326,8105,6090,4119,12625,1520,9350
47092,3725,2309,2391,4265,6164,4326,8129,955,13378
67539,6030,4088,4747,7178,6945,3206,12906,1865,20571
71077,12547,8445,4190,9940,8594,3652,16381,3280,4043
26817,2312,2278,1574,2881,2194,959,3332,523,10760
42861,5006,3849,2573,5817,4102,1421,10038,934,9117
18428,1547,1750,967,1617,2756,1514,3457,525,4291
48934,4874,1887,3214,4571,4420,1300,7310,1084,20269
15258,2510,1205,554,2114,1202,1490,2397,416,3367
62775,8268,5434,6380,10680,6591,5865,11993,3090,4472
86580,9333,11302,6409,6887,13335,4997,21854,1256,11203
99947,11357,3653,2726,6417,10571,2292,13794,1141,47990
10469,934,1104,609,1361,1376,836,2674,717,855
33854,4770,4002,2432,3901,3316,2869,4349,1111,7099
11256,1081,1018,491,1299,745,889,2325,294,3111
81256,8537,10409,4093,9922,7237,3127,14716,1113,22099
38937,6781,4137,1637,6245,4794,3740,8298,1284,2016
6651,1099,411,521,472,587,311,1062,352,1832
55288,6170,5071,4030,6754,5982,2563,11026,1376,12312
89730,4197,3703,5215,7132,7139,4139,10627,3836,43737
30051,4499,1748,2260,2471,5226,3497,5495,1197,3654
32386,3836,3107,2059,3915,4157,1411,5979,1137,6780
80054,10350,7230,3679,8805,5910,3125,17665,4172,19114
21184,3155,2450,906,1792,1596,1474,3695,1328,4783
38787,1878,3513,2392,3882,4237,2446,5975,899,13560
26621,3304,2945,2141,3958,3676,1893,4301,488,3912
80564,12290,3331,7212,8379,9609,4785,19421,3491,12042
82984,6924,6144,3954,7146,4907,6062,13700,2764,31379
64792,7444,5342,4346,3798,7479,4762,10709,3082,17826
50253,4079,5527,3995,6708,3770,3559,9222,1488,11900
39051,5578,3624,2826,5044,3594,4444,7892,930,4925
54811,10028,2587,2484,4429,8180,4322,12944,2470,7365
35447,4540,4763,2580,4598,5925,2027,8490,580,1940
88930,13145,7580,5274,8269,15842,5048,21468,4195,8105
35254,4769,3041,3012,3001,2287,2294,5103,1148,10596
89045,10902,4020,3105,4081,6643,5388,13218,1496,40189
62418,11104,4130,4028,4459,7414,5159,11298,3636,11186
19472,2913,2156,1476,1575,2885,818,3095,704,3845
8471,615,639,623,1417,1047,341,2359,561,864
13329,2064,1134,483,1765,1790,1012,1630,450,2997
39865,6501,1583,4528,5198,4152,3379,9259,2601,2660
51850,4373,2491,1698,4913,2789,2030,8134,1416,24002
59220,7033,2589,3311,5407,3966,2808,10577,2627,20898
98808,7465,6733,5356,6582,8265,2993,9465,2953,48992
11397,592,539,358,863,1169,803,1793,179,5097
40525,5585,3064,3029,4255,4455,2805,6243,433,10651
58072,7094,5198,3349,5307,3954,4959,8527,3198,16484
95106,9975,8852,6717,11136,13850,4088,23114,4459,12911
88820,7948,7436,6045,9382,7522,7111,18957,1508,22908
89530,8303,4252,3814,6781,4990,4024,13489,3016,40858
28284,3021,2261,1369,4788,4100,1760,8105,813,2061
66330,4757,3888,3614,5936,3804,2828,9961,2446,29092
88369,12031,3152,5726,12920,9326,7645,15950,3640,17976
30122,3421,2245,766,2707,1994,1474,3445,369,13698
75553,6795,5716,3948,4008,4434,2828,11211,844,35766
86906,10456,4233,4994,8751,5971,6228,13311,2378,30581
99788,12205,6523,5065,9655,7929,4086,14909,4587,34825
67812,8762,7142,2221,7408,5716,4943,11958,2452,17206
12999,931,566,532,1074,982,802,2067,503,5537
27436,2805,1656,564,1122,2158,1254,4040,590,13244
47963,4376,1458,2284,5673,2927,2733,8196,1185,19127
7096,437,517,565,916,781,244,947,344,2340
30279,2429,2978,819,2822,3290,2439,4786,930,9781
31201,3616,1896,1095,1768,3148,944,4797,446,13486
24715,1624,2032,1854,3191,3240,1563,3355,598,7254
34309,2212,3179,871,2812,2114,1280,6604,1109,14126
20078,3259,2146,695,2162,1647,912,2939,711,5601
61614,11193,6204,4463,8029,7724,4257,12948,1981,4812
10105,1168,711,664,1102,1101,688,2037,378,2251
99848,9234,9265,8160,6994,9003,5605,22090,4532,24961
7839,619,954,716,1203,1000,323,1877,252,891
73920,9983,8813,3853,9405,9662,5030,17883,2182,7105
48619,2723,4211,3439,4686,5352,3150,8915,1994,14146
47821,7207,5056,1660,4882,6415,2577,12763,3034,4223
18493,2103,1019,1177,1807,1620,1725,4926,665,3445
22069,3192,1960,951,1311,1222,654,3785,492,8498
12531,1087,894,370,557,882,480,1965,229,6064
42051,3817,4365,2204,3452,2742,2568,6268,825,15686
12736,1239,387,497,739,1078,586,1653,229,6325
12710,1001,1232,677,906,683,556,2616,406,4629
72155,9159,3667,4652,8308,5929,5414,18300,3576,13147
18975,2842,937,1330,1688,1329,1201,2156,801,6687
67424,6152,5683,4620,5561,7380,4275,8155,919,24675
50603,5935,4925,2545,6805,5909,3318,8052,2116,10994
28252,3947,2258,1917,4045,4632,1928,6944,940,1637
85797,5914,7446,3777,4936,11227,5612,13565,1877,31439
6431,545,548,318,678,852,677,2005,420,384
79603,10641,2173,5443,8970,4631,2841,16908,1402,26590
42481,7568,2458,1804,4796,7089,2777,9205,1530,5251
97573,7528,8775,3129,11451,10670,5623,17265,3415,29713
14557,1467,769,558,1908,990,1158,3018,658,4028
79971,18661,4321,8558,9265,8809,8274,16055,1539,4484
5162,848,434,154,505,614,328,1101,73,1101
39742,4359,2600,2608,4480,3503,2190,5641,1622,12736
24675,2666,1735,557,1320,1749,1173,3830,985,10656
78997,7642,5537,3974,4230,6904,1961,10120,3085,35539
22015,2037,2259,1804,2249,1458,903,4142,1264,5894
55057,2929,2542,2587,6261,5287,3743,9643,1261,20799
37591,3395,3324,3446,4005,3493,3757,7896,1039,7232
98583,15834,8727,7137,9484,6471,7240,21929,1649,20109
14833,2539,1013,1335,1325,2055,852,3196,474,2039
12896,1640,394,891,1331,832,808,2795,296,3905
37972,3070,3027,1717,5137,5162,2891,8082,1609,7273
54733,10325,2350,4526,7522,5905,4597,12447,2242,4814
46800,5347,4048,3069,4467,2254,2623,7413,809,16766
10347,1469,915,455,785,620,286,1631,372,3812
64063,4167,3199,5970,8365,9183,3069,14665,1861,13581
7643,1298,510,593,759,853,709,2009,264,646
45785,2782,5292,2577,5819,3896,3856,8668,1819,11072
23681,3059,1343,1467,2847,2201,1744,4746,372,5897
55026,5692,4199,3297,5505,4885,3049,7035,2053,19308
20892,2189,1975,1509,2233,1782,1123,3570,1641,4009
52299,6065,4301,1276,4889,5622,2080,7964,1419,18679
22073,1087,1487,1156,1728,2331,526,3376,619,9760
35682,6363,1281,3492,5947,3900,2734,5147,1217,5597
19289,1226,757,905,1241,1303,764,2851,776,9461
12927,1762,991,509,1599,1718,795,2430,226,2893
53330,9511,6310,2498,5194,5491,4941,7458,2841,9080
71707,7430,2888,6236,7057,10105,3991,13624,3186,17186
82454,15009,10489,3842,8728,7800,6036,16593,6234,7625
70428,10748,5319,5852,7586,9678,3629,14750,5358,7505
55601,4527,6313,2267,4291,8360,2215,12420,2054,13149
82465,10031,7579,3600,5699,6344,4685,10127,1980,32416
7539,869,368,281,354,488,436,1020,287,3431
27669,3755,994,953,2902,2577,1410,4255,1159,9661
75968,12683,2427,6067,7990,11217,6447,18221,3516,7395
25644,2588,1834,1066,2827,1663,1045,4453,1126,9037
23745,2991,1361,1037,2354,2923,1343,2795,961,7976
33228,3423,1279,1254,2956,2624,1527,5182,1270,13709
39521,3244,3230,2289,2866,4065,1274,4826,1071,16652
31928,1997,1946,1927,1851,3415,1454,4446,818,14070
23322,2765,2395,827,2837,2951,1607,3328,1096,5512
62714,8319,2373,1670,6248,6885,1613,11982,790,22830
92896,13918,3300,6767,12309,8012,8799,20131,3799,15858
67292,5500,2530,3115,4946,5433,1372,8930,1838,33625
34055,3959,4329,2378,6059,3606,1581,6782,968,4389
47891,11096,4773,2832,6247,3934,2708,11714,1970,2612
86912,10782,10946,7443,13290,12205,5976,13237,2863,10165
11588,1314,655,627,1160,727,472,1737,266,4625
95536,6277,5846,6442,7141,12934,5686,22864,4358,23984
11304,949,1418,491,1369,1659,441,1679,452,2841
12345,1382,599,364,1129,730,394,1369,452,5922
34300,4579,1410,1218,2854,1762,932,5248,383,15909
29259,3661,1443,1578,5411,3910,1629,4806,1257,5560
96006,7328,11528,10037,7860,15931,8208,19837,1440,13832
93553,7351,7418,2213,8894,9695,4590,11383,1608,40397
20352,997,529,1084,2155,1132,803,3543,790,9315
38365,3384,2536,2487,5020,5982,1860,5128,695,11268
24446,3039,1971,998,1914,1693,1816,4521,344,8146
7336,1215,811,586,667,644,536,1440,220,1214
67032,4126,3746,4110,6602,4297,4643,9112,2885,27507
80415,9268,7920,6564,6989,6863,2305,10494,3112,26895
12521,1064,769,471,1641,1379,394,2754,582,3463
76707,8941,5382,4112,8150,12307,8483,21743,1676,5910
28481,2036,714,905,2774,3175,979,3809,922,13163
23474,3195,1475,1140,1780,2907,1371,3096,833,7674
51760,4925,4652,3995,7889,6080,2981,10162,3995,7076
60718,5598,5746,4082,6212,5501,2028,9577,2366,19604
49629,4067,2590,2508,3996,3510,1950,9689,1727,17611
50232,4190,2910,3837,5576,5074,2967,9534,1743,14396
91544,7125,2773,4966,6241,8172,6392,18929,2784,34159
72169,10956,6517,4543,7648,4546,2205,11069,2189,22491
55669,5888,4564,1862,4285,3561,1890,5366,1723,26526
83021,15987,5004,3831,8453,13710,6766,20930,2179,6157
74184,10027,6489,7772,6624,10664,5064,17637,2647,7255
52945,5791,2431,2169,7490,8384,4288,14097,1507,6785
18140,1559,1049,1127,1392,1430,1114,3181,744,6540
88457,5729,3866,5971,6240,13635,2940,14684,5267,30121
19357,1991,1044,1106,1754,1251,715,2322,431,8738
73673,6489,6117,4650,5152,8153,4693,9436,998,27980
70633,7219,5902,3469,9341,6471,3898,13421,1219,19689
81943,7820,3089,3825,6577,4126,1800,12183,1849,40670
83258,11221,6176,3074,7741,13481,5012,19326,3091,14132
17924,2343,1153,771,881,1696,1085,2124,250,7616
74286,7013,5670,2399,7739,9136,5946,14934,3463,17981
98269,14096,4462,5878,6566,9171,6710,13985,3796,33601
79071,7589,8262,2849,5133,9609,3769,10682,1342,29831
62326,9439,3840,4608,6501,4210,3058,8892,882,20891
95023,14247,5604,7710,13629,7665,5548,25661,4196,10759
35651,4854,1464,3024,3187,4921,1429,7252,627,8888
75202,5621,8737,2342,8112,8006,4455,12256,2910,22759
53777,5369,2007,2476,4109,5390,2692,7388,1105,23235
21994,2225,2693,1166,2672,2281,1044,3067,1353,5490
72263,5716,3361,2807,5917,7337,4247,7773,1611,33489
64634,9401,3666,4666,8192,6533,2270,11512,2350,16040
15800,2402,1267,1209,1293,1444,864,1934,693,4691
42823,4611,1283,1861,3620,3626,3183,6048,1102,17485
68878,10609,4002,5755,4203,8894,2834,8639,2421,21516
23708,1289,1111,1385,1422,2615,927,3181,345,11429
17819,2326,1555,1252,1000,1402,475,3150,471,6185
79905,9331,5343,4388,6209,8637,5964,15171,2067,22790
68870,9601,5082,7092,9297,8112,4791,18084,2634,4174
14283,2714,877,1359,1043,2060,550,2025,278,3373
35573,5160,2657,1205,4011,4777,2551,7646,994,6568
83707,7377,3367,3752,7387,6450,4949,13909,4148,32365
35933,5741,1932,1651,5435,4337,1234,8326,2110,5164
10774,939,737,840,1452,1230,745,2988,308,1533
77055,12826,6844,6315,10457,8835,4530,14685,2134,10424
15983,2745,1237,1470,2676,2699,754,2455,242,1702
23133,1847,1978,1927,3667,2390,1446,5021,459,4394
19939,2256,1407,834,1695,1056,746,2544,453,8945
5781,582,521,172,430,593,323,651,201,2304
61700,7256,5460,2355,6101,6074,1675,7839,1437,23499
32624,2725,1908,2139,2762,2885,1044,5374,448,13336
11823,1384,1464,584,1228,1151,1281,1995,708,2024
23489,2523,1922,722,1484,1137,932,3640,572,10554
44961,5925,4890,3619,5281,5552,2647,9609,2408,5026
34118,4327,2551,1307,3211,4753,2957,7086,1053,6869
86816,13213,3411,3940,6305,8944,7473,12446,3817,27263
27263,2287,3627,1281,3235,3661,1403,7339,1800,2625
18565,2065,820,1369,1277,1059,1145,3193,606,7027
25354,4073,1114,1292,3126,2214,2084,4511,1251,5685
47951,5053,2786,2905,4669,2169,2656,7322,1064,19323
96179,10572,10748,3735,10163,12214,7826,13160,1616,26141
28648,3510,2053,2533,4498,2583,2146,6555,1003,3764
55729,4249,4287,2814,3127,6273,3727,7631,2405,21212
46971,7445,4993,3840,6475,4162,3882,6375,2117,7678
23658,1951,1828,2115,2123,2390,1127,4798,915,6408
26253,5017,2377,1879,4116,2922,2423,4117,1194,2204
69166,8332,4775,5204,4922,5428,3155,12282,2374,22689
53563,6159,4238,2410,4708,4943,2723,7588,2064,18727
31390,3406,2920,2229,2010,4255,2478,6475,696,6918
93664,6210,7044,3417,7256,3792,3493,14140,3398,44910
56578,6803,2015,3434,3225,4813,1338,8038,1823,25085
84025,5184,4178,5731,8680,8783,6275,12914,1307,30969
37658,2501,1229,1351,3960,4951,1160,7518,1008,13976
11852,1212,948,816,1810,1180,643,2884,416,1938
99986,13372,8294,6397,8885,5921,5021,16321,1219,34551
7551,1125,491,642,801,884,306,1929,319,1051
76947,11107,3647,7704,6797,8804,7049,20855,2146,8833
66001,6808,1701,2065,5609,6178,1986,7067,1599,32984
54159,5637,3598,2665,3608,7239,4565,7274,1692,17876
56707,8580,2543,3434,7647,3853,4829,9879,2104,13833
38243,4260,2430,1747,3269,5413,2634,9525,2091,6871
26800,3548,2314,1196,2389,3162,1551,2912,1102,8623
80939,8673,6081,5864,10704,13487,5841,19353,5077,5853
62828,7034,6400,3127,6983,9710,4031,16746,2975,5818
12239,1708,1047,632,1667,1765,711,3336,578,792
11710,1359,1151,455,1004,746,1016,2364,397,3215
26384,3352,1071,1771,1535,3474,1571,4029,1129,8450
26038,3330,3624,1660,4699,2943,2549,4495,700,2033
45846,3566,3577,1758,3613,2591,2475,9676,1415,17171
92983,11768,5499,6112,12561,9826,4896,23350,4679,14289
72821,8088,2610,2165,6713,8001,2255,13756,3134,26094
42991,2299,1295,2546,3584,2975,1473,6956,712,21145
84057,9675,7663,3637,5340,9783,6318,9713,1580,30344
11971,842,711,713,915,907,623,1679,221,5356
34139,2733,1640,1528,2432,2220,1969,3906,1433,16273
90445,8588,5506,7439,9245,7187,7016,19457,1671,24333
82067,11242,7004,2933,9619,6407,2434,8605,3779,30040
85257,10131,7758,2890,5156,4510,2820,10777,4262,36949
89742,8089,7277,7158,11310,8667,4335,19630,4385,18888
42711,6786,3813,2112,4431,3268,2373,10370,2395,7159
11530,1091,698,504,580,937,229,1612,389,5487
16116,1520,1368,711,1185,1570,550,2771,364,6073
70794,12554,5194,5891,7189,9293,6401,12300,1430,10538
5282,455,216,490,534,498,378,1077,298,1331
84473,9727,6076,5447,5169,4922,3096,14295,1237,34499
6898,820,296,338,788,812,404,1301,92,2043
9135,804,291,482,595,1116,423,2094,198,3128
11629,1128,1097,921,932,736,673,1272,341,4525
90120,14501,6663,6634,6921,6617,2800,13347,2904,29730
94087,11368,8137,2413,9420,10716,6211,17141,1106,27570
70031,8786,5013,4385,4984,5950,3025,8493,2266,27124
38380,2391,3673,1323,4687,2019,2564,5907,1328,14484
22071,2346,1317,1909,1605,1400,1482,3443,1207,7359
25074,2478,2577,1037,2525,3513,1661,5348,619,5313
95724,7831,6525,7264,8912,14647,9805,15941,2528,22266
72843,6940,1670,3879,4762,5236,2186,11011,1702,35452
44901,7876,3031,4073,6070,3486,1755,11293,2797,4515
16205,2507,1713,1436,1828,1863,876,2711,500,2768
60661,6495,3140,3230,5388,6488,5762,12662,1017,16474
10906,1328,777,662,661,965,330,1273,255,4651
7591,1581,447,796,736,761,404,1571,354,938
67987,11368,2843,5743,11240,5086,4297,13070,2463,11872
68370,10247,6142,5118,9768,9418,5224,13479,3529,5442
85685,11607,7621,4961,6563,7619,3159,9936,2710,31505
59400,10310,3834,3264,6838,8937,3762,10546,2569,9337
30150,2381,2564,2299,4394,3282,1565,6024,857,6780
36852,3403,3875,1471,3788,4974,1188,7663,1287,9200
47870,5310,2674,1681,4206,4428,2244,4476,1254,21593
57756,6894,5258,4841,6052,4902,3348,11685,1195,13578
61481,6312,3965,2677,6709,8156,6772,15727,4069,7091
6283,704,454,336,768,782,439,812,188,1796
38691,3783,1660,1211,2828,3421,881,4948,1254,18700
6125,885,355,206,591,699,295,1010,100,1981
72065,4526,4672,3676,3394,5435,4094,8780,1991,35493
31170,3186,1871,1880,3097,2690,1269,3470,347,13356
13438,2853,614,633,1627,1619,1027,3836,337,889
25095,2370,2575,1378,2076,2257,1596,2885,1264,8689
21154,1835,1984,1456,3023,3428,1057,3724,857,3787
13004,1775,1155,393,1156,1512,736,1979,371,3924
14752,1968,1352,1294,1965,1073,1155,2426,922,2592
60426,8385,2526,3623,10234,7819,3657,9213,2457,12507
31819,2890,1713,1626,2644,2294,1010,3897,932,14809
97051,7080,9587,4865,13790,10997,9977,24220,2654,13877
29217,3751,1076,1067,2516,2984,821,3697,347,12953
93708,12812,8973,4425,11884,13859,6931,25263,3588,5969
37994,4700,3115,1685,5919,3850,3319,9751,2197,3453
20036,1219,1296,1251,1421,1506,586,3543,503,8707
82275,8693,4402,3014,10149,7599,7092,12209,1655,27459
54416,6948,3657,1586,3836,4383,2734,8555,1694,21018
14587,2903,961,1608,1364,1235,1121,2829,458,2103
5645,872,354,347,362,354,280,1136,290,1646
35930,3137,1187,1043,3390,3362,2375,6567,1149,13716
86835,10746,2471,6542,6632,9007,6439,11755,4385,28854
35090,4569,2224,1467,3203,4433,1995,7463,530,9202
92489,9026,3155,4382,6534,7422,3607,13066,723,44570
57142,7496,3432,1652,3209,7465,2519,9324,1797,20243
31475,2165,2423,1402,1708,2858,1082,4293,1109,14430
23888,2089,1602,1307,1886,2032,659,4498,772,9039
48732,3529,3118,1660,4838,3111,3016,8781,2112,18564
86623,12818,11386,6805,10820,8738,8748,18042,1812,7450
51305,7397,4754,2822,5771,4754,3208,9813,1918,10864
51037,3025,3946,2805,3244,4936,2200,7040,1572,22265
14346,1314,714,1519,1596,2267,1467,2544,702,2218
5587,532,624,433,451,780,583,1387,224,569
17763,2623,1750,1012,2481,1945,1067,2654,733,3494
64165,7172,7396,4731,7391,7561,6062,11576,2700,9573
74615,4498,4244,3817,5446,7631,1645,11234,1297,34798
41116,3154,972,1583,4411,4112,943,7298,524,18115
90751,11008,9422,4828,6895,10437,2794,17973,2447,24943
96353,16207,9353,8399,11598,13749,4318,20527,4721,7477
95301,11470,5028,6864,9151,6907,4263,13407,2798,35409
30556,2637,1716,1710,3423,1617,2264,6236,849,10099
64042,5062,3020,1925,5447,2832,3124,10229,1228,31172
23099,1621,1162,1465,2941,1407,1561,5326,647,6965
50096,3835,3316,4416,6234,8269,2961,9592,1381,10088
76986,7568,7779,5338,9023,4607,4065,14163,2610,21830
18230,1198,786,972,1364,906,600,2798,657,8944
34009,4020,2330,2507,2428,3118,1838,3773,1632,12357
75969,4452,7266,3421,7430,7059,5110,10380,4078,26770
38866,3108,3226,2518,5172,5948,2646,9416,677,6152
89246,12337,4457,5781,8948,5016,4151,12550,1677,34325
81975,8450,5093,3028,5406,9652,5328,10132,3106,31775
46855,8814,2440,3168,3860,4815,2863,9256,2603,9032
86557,13520,3500,6705,6945,12368,4943,13857,1546,23168
11416,1313,1050,865,1687,1234,1007,1695,479,2084
77516,12417,9238,7243,6285,9739,7224,9880,2585,12900
60915,9664,7490,7054,8000,6949,2386,11060,4552,3755
23058,2216,938,1135,3001,2940,1582,5774,1355,4112
81637,8113,5348,6782,11232,10006,4052,10418,1252,24432
45718,8491,2159,2548,9175,4353,3391,12114,1165,2318
37602,4187,3246,3100,6058,2694,2809,7466,1367,6672
79658,6000,2835,2585,6845,8903,3397,12769,742,35578
83112,7743,8332,3700,10624,7796,5699,11582,1273,26358
63067,4727,2491,5489,5297,9124,2000,9941,3590,20404
32516,2791,1198,1822,3930,5002,3407,4844,1990,7527
92969,5093,5483,5467,10558,7267,4974,17735,3439,32949
6089,597,358,331,727,599,579,1648,421,824
42346,3273,3117,1151,4476,4787,2143,4900,776,17719
79663,10882,9351,4174,7683,9335,7407,18779,3882,8166
15487,1361,556,1112,1528,1274,1471,2150,685,5346
5155,888,349,239,468,647,355,876,280,1049
72494,8880,6771,2715,6177,3862,4017,10613,1445,28010
81229,8768,6869,5192,5127,9889,4804,12935,3483,24157
43547,6537,5152,1609,2817,3031,2164,8837,2355,11041
33795,4628,1993,2529,6267,3618,1850,6933,1707,4266
60296,3630,2814,4876,8095,3845,3053,11891,1795,20293
26447,3258,849,1040,1291,1339,1371,3260,1111,12923
41598,3021,2294,2248,4390,4297,1337,5415,806,17534
46814,8760,4799,3745,5473,6141,3067,10529,692,3604
95751,12339,4302,7361,8971,12563,5228,22010,1975,20998
80330,5494,4386,4330,6320,6966,3504,9306,2546,37474
92960,10306,4677,7753,8733,7998,7041,16456,4302,25691
68278,7086,6168,2021,6135,6494,1937,11941,2735,23757
60077,2603,1268,3686,5306,5948,3143,9112,1332,27675
76906,6155,3002,5216,6435,5688,4197,8619,3504,34085
14528,2086,1184,1137,1249,1160,592,2642,467,4007
98812,11589,3700,5473,10741,10206,7080,19969,5650,24400
55100,5542,4466,5105,7302,5384,3710,8930,3479,11177
13179,1211,836,522,1445,1009,711,2136,381,4923
53781,8515,5556,4034,6021,6772,3070,9148,1026,9634
60267,7444,5219,2486,7247,8479,5260,13351,986,9790
87379,10378,7365,6637,7393,8848,7288,17937,3154,18376
28952,5081,3351,1937,2901,3772,2457,4283,1409,3756
